,art,sub or obj
12892,he also tries to cope with the recent death of his 6 year old son jacob,0
12893,whose presence can still be felt in the house .,0
12894,pretty new temp irene can't help falling for graham's spontaneous charm .,0
12895,denied political-prisoner-of-war status,0
12896,he initiates a hunger strike .,0
12897,john has become not just a full fledged phenomenon and household word,0
12898,but a critics darling and social enigma as well .,0
12899,now the kids are far out in the country with no phone,0
12900,car,0
12901,or any place to go,0
12902,and they are being chased by the family of cannibals .,0
12903,part contemporary investigation and part historical inquiry,0
12904,documentary follows the quest of one journalist in search of justice .,0
12905,"when their less-than-stunning female forms earn them an invite to a "" dog catcher "" party at their old frat",0
12906,they decide to brave the harassment so they can grab the rest of their belongings from the house and make a clean break .,0
12907,seeing these old cars in recent films and photographs one wonders how they have maintained them after decades with no spare parts and an embargo by the united states .,0
12908,he journeys to the mecca of bodybuilding,0
12909,los angeles,0
12910,on a quest to attain specific answers in the field of physiological research as it relates to anatomy and the structuring of the ultimate training regimen .,0
12911,now,0
12912,along with other surviors,0
12913,jill valentine,0
12914,claire redfield and carlos oliviera,0
12915,they must fight to survive,0
12916,to escape the nightmare that has plauged raccoon city .,0
12917,"soon she finds herself in the most bizarre situations like doing "" harry &#38 ",0
12918,"sally "" 's famous faked orgasm scene",0
12919,judging everyone,0
12920,"starting fights and visiting the theatre to find out her boyfriend is "" doing "" other girls on stage .",0
12921,gainey ) - would unearth a seedy world of drugs and violence,0
12922,ultimately revealing a motley crew from la's underbelly including ex-con david lind ( dylan mcdermott ),0
12923,nightclub impresario eddie nash ( eric bogosian ),0
12924,"the most unlikely of american heroes - porn legend john holmes ( val kilmer ) - holmes' estranged wife sharon ( lisa kudrow ) and his teenage lover dawn schiller ( kate bosworth ) . """,0
12925,when he tries to grant everybody what they want,0
12926,turmoil ensues .,0
12927,the true story of revolutionary war leader ethan allen ( 1738-1789 ) and his group of fighters,0
12928,the green mountain boys,0
12929,who fought for the freedom of vermont before the war officially started .,0
12930,unbeknownst to her,0
12931,the real scoop is much more awesome then even she could write about,0
12932,should she live to tell .,0
12933,after several fruitless attempts to sell the car,0
12934,shirley dumps johnny,0
12935,who has hopelessly fallen in love with her .,0
12936,but when he discovers an odd wristwatch amidst his father's various inventions and slips it on,0
12937,something very strange happens .,0
12938,the plot thickens further with the death of rachel's best friend annie and the discovery that dennis betts is actually a policeman,0
12939,with his own very personal reasons for pursuing rachel .,0
12940,sharing a cabin together,0
12941,each finds out a little bit about themselves over the course of 10 days .,0
12942,terror at tate manor is an independent horror film set in a real haunted house,0
12943,rich in ghost and spirit sightings,0
12944,and quite active throughout the filming .,0
12945,in this new,0
12946,full-length animated feature about basketball,0
12947,old girlfriends,0
12948,holiday spirits,0
12949,and the mall,0
12950,adam sandler voices the three lead characters of whitey,0
12951,davey,0
12952,and whitey's fraternal twin sister eleanore !,0
12953,a once powerful,0
12954,but now ailing and remorseful father desperately seeks out his estranged son .,0
12955,a team of experts must return back in time and replace the butterfly .,0
12956,their plan is to sell it to wealthy arabs .,0
12957,in return,0
12958,a million dollars in cash each .,0
12959,a hitchcockian thriller in the spirit of 'rope' and agatha christie's 'ten little indians' that begs the question can murder,0
12960,if done well,0
12961,be considered art ?,0
12962,"chance is a black comedy about how hard it is to find "" the one "" .",0
12963,boon hock comes from a low-income family and needs to balance school and helping out at the food stall .,0
12964,he dies alone at the hospital,0
12965,and apparently everything nete planned went wrong .,0
12966,due to a botched robbery attempt,0
12967,a ruthless romanian barbarian is somehow resurrected in modern day new york and begins wreaking havok on a small manhattan art-house .,0
12968,however,0
12969,they must ge the migt baby product done before they can settle their personal affairs .,0
12970,terry and dean are lifelong friends who have grown-up together : shotgunning their first beers,0
12971,forming their first garage band,0
12972,"and growing the great canadian mullet known as "" hockey hair "" .",0
12973,just as he begins to suspect the movie is ruining his love life,0
12974,his world is turned inside-out by a girl who just might be the modern equivalent of annie hall herself .,0
12975,the two wind up in a deserted warehouse where they witness a diamond scam in action,0
12976,caught in the midst they put their differences aside to team up and detain the looters .,0
12977,"improv comedy masters the upright citizens brigade star in this absurdist comedy about an evil chinese food company and their plan to turn little girls into "" saucy "" spare ribs .",0
12978,alex bernier ( ledger ) is a member of an arcane order of priests known as carolingians .,0
12979,sitting in front of a computer,0
12980,drinking excessive amounts of coffee and smoking cigarettes are the different tasks that keep dana awake and ready for the next message .,0
12981, ( lil' romeo plays a young dancer who has to choose between pursuing a career as a dancer and the quick money of street drug sales ,0
12982,phifer plays honey's romantic interest . ),0
12983,nete's husband seeks comfort outside of their home,0
12984,her daughter begins to rebel,0
12985,and as the relationship between nete and her father has not been too good for years,0
12986,things are bound to explode .,0
12987,fbi agent will graham has been called out of early retirement to catch a serial killer,0
12988,"known by authorities as "" the tooth fairy "" .",0
12989,the two join forces to find out who wants her dead and why .,0
12990,max is surrounded by treachery and can trust no one,0
12991,including natalie,0
12992,the dangerously beautiful cia agent assigned to watch over him .,0
12993,in the 1870s,0
12994,jacobina,0
12995,daughter of german immigrants to southern brazil,0
12996,starts to break with both the catholic and lutheran churches to preach body healing through soul cleansing .,0
